book_id,goodreads_book_id,title,authors,original_publication_year,tags
7651,2528,All the Names,"José Saramago, Margaret Jull Costa",1997.0,to-read favorites currently-reading fiction owned portugal
7652,60057,"Lucia, Lucia",Adriana Trigiani,2003.0,to-read favorites currently-reading fiction romance book-club historical-fiction chick-lit
7655,114982,"The Ruby in the Smoke (Sally Lockhart, #1)",Philip Pullman,1985.0,to-read fantasy favorites young-adult fiction books-i-own owned ya series adventure audiobook teen mystery historical historical-fiction victorian crime mysteries
7656,319300,Georgiana: Duchess of Devonshire,Amanda Foreman,1998.0,to-read currently-reading history nonfiction non-fiction biography 18th-century
7660,21330,"Fables, Vol. 5: The Mean Seasons","Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005.0,to-read fantasy favorites currently-reading fiction owned series urban-fantasy adult graphic-novels graphic-novel comics cómics comics-graphic-novels comic-books graphic-novels-comics comics-and-graphic-novels vertigo fairy-tales fairy-tale fables
7662,57913,The Illuminatus! Trilogy,"Robert Shea, Robert Anton Wilson",1975.0,to-read fantasy favorites currently-reading fiction owned default sci-fi science-fiction humor philosophy conspiracy
7664,16696,The Final Solution,"Michael Chabon, Jay Ryan",2004.0,to-read currently-reading fiction owned mystery historical-fiction crime sherlock-holmes
7666,7870457,"Chew, Vol. 2: International Flavor","John Layman, Rob Guillory",2010.0,to-read fantasy currently-reading fiction mystery crime graphic-novels graphic-novel cómics comics-graphic-novels comic-books graphic-novels-comics
7667,452244,Lost Souls,Poppy Z. Brite,1992.0,to-read fantasy favorites currently-reading fiction paranormal horror gothic lgbt vampires vampire
7668,86658,The Secret Agent,Joseph Conrad,1907.0,to-read favorites currently-reading fiction books-i-own owned novels mystery classic 1001-books 1001 literature crime espionage
7669,514210,The Way of Zen,Alan W. Watts,1957.0,to-read favorites currently-reading nonfiction non-fiction philosophy religion spiritual buddhism zen
7670,13642710,"Nexus (Nexus, #1)",Ramez Naam,2012.0,to-read favorites currently-reading fiction kindle ebook sci-fi science-fiction scifi sf thriller cyberpunk
7671,896622,The Wolf and the Dove,Kathleen E. Woodiwiss,1974.0,to-read favorites currently-reading romance historical historical-fiction historical-romance medieval bodice-ripper
7673,21412360,Nora Webster,Colm Tóibín,2014.0,to-read currently-reading fiction book-club historical-fiction literary-fiction ireland irish
7675,7840156,"The Emperor's Tomb (Cotton Malone, #6)",Steve Berry,2010.0,to-read currently-reading fiction owned adventure default mystery historical-fiction thriller steve-berry cotton-malone
7678,7290826,Promises to Keep,Jane Green,2010.0,to-read currently-reading fiction chick-lit jane-green
7681,148584,"Elephants Can Remember (Hercule Poirot, #37)",Agatha Christie,1972.0,to-read currently-reading fiction books-i-own owned classics mystery crime mystery-thriller detective mysteries agatha-christie hercule-poirot poirot
7683,98,What to Expect the First Year (What to Expect),"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989.0,to-read currently-reading nonfiction non-fiction reference parenting baby
7690,14480,Calling Doctor Amelia Bedelia,"Herman Parish, Lynn Sweat",2002.0,to-read
7691,11324166,"Timeless (Parasol Protectorate, #5)",Gail Carriger,2012.0,to-read fantasy favorites currently-reading fiction books-i-own owned series adventure sci-fi-fantasy audiobook audiobooks paranormal urban-fantasy supernatural mystery library audio kindle romance ebook sci-fi werewolves science-fiction humor adult historical historical-fiction victorian alternate-history steampunk read-in-2012 paranormal-romance vampires vampire shapeshifters steam-punk gail-carriger parasol-protectorate
7692,112874,"These High, Green Hills (Mitford Years, #3)",Jan Karon,1995.0,to-read favorites currently-reading fiction series christian christian-fiction jan-karon
7696,821000,"Now We Are Six (Winnie-the-Pooh, #4)","A.A. Milne, Ernest H. Shepard",1927.0,to-read favorites fiction books-i-own owned childrens children children-s classics children-s-books kids classic poetry
7697,3665811,"The Captive Part II / The Power (The Secret Circle, #2-3)",L.J. Smith,2009.0,to-read fantasy favorites young-adult books-i-own owned ya series magic paranormal witches supernatural romance l-j-smith
7698,16045078,Ladies' Night,Mary Kay Andrews,2013.0,to-read currently-reading fiction romance chick-lit mary-kay-andrews
7699,14759321,Family Pictures ,Jane Green,2013.0,to-read currently-reading fiction chick-lit jane-green first-reads
7703,29975458,Good as Gone,Amy Gentry,2016.0,to-read currently-reading fiction mystery kindle book-club thriller suspense mystery-thriller botm
7704,114188,Holding the Dream (Dream Trilogy #2),Nora Roberts,1996.0,to-read currently-reading fiction owned series default romance contemporary contemporary-romance nora-roberts
7706,99297,"Mr. Darcy's Diary (Jane Austen Heroes, #1)",Amanda Grange,2005.0,to-read favorites currently-reading fiction books-i-own classics kindle romance historical-fiction chick-lit historical-romance jane-austen regency
7707,297186,"L.A. Requiem (Elvis Cole, #8)",Robert Crais,1999.0,to-read favorites currently-reading fiction mystery crime thriller robert-crais
7708,10960383,A Grown-Up Kind of Pretty,Joshilyn Jackson,2010.0,to-read favorites currently-reading fiction audiobook audiobooks mystery library audio book-club chick-lit southern southern-fiction
7710,89884,"Eventide (Plainsong, #2)",Kent Haruf,2004.0,to-read favorites fiction
7711,5199185,Fahrenheit 451: The Authorized Adaptation,"Tim Hamilton, Ray Bradbury",2009.0,to-read currently-reading fiction classics sci-fi science-fiction dystopia dystopian graphic-novels graphic-novel comics
7713,6255949,All You Need Is Kill,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",2004.0,to-read fantasy favorites currently-reading fiction owned sci-fi time-travel science-fiction scifi war manga
7714,24408,The Bronze Bow,Elizabeth George Speare,1961.0,to-read favorites currently-reading young-adult fiction books-i-own ya childrens children children-s classics children-s-books history historical school newbery newberry historical-fiction newbery-medal newbery-winners christian
7716,27397,A Civil Action,Jonathan Harr,1995.0,to-read favorites currently-reading fiction history nonfiction non-fiction law
7717,621739,Millions of Cats,Wanda Gág,1928.0,to-read favorites fiction childrens children children-s children-s-books kids childrens-books kids-books newbery newbery-honor animals picture-books picture-book cats
7719,15791403,Mistress,"James Patterson, David Ellis",2013.0,to-read currently-reading fiction mystery thriller james-patterson
7720,208146,Grandfather's Journey,Allen Say,1993.0,to-read childrens children children-s children-s-books historical-fiction picture-books picture-book multicultural caldecott caldecott-medal
7721,38030,"Savannah Blues (Weezie and Bebe Mysteries, #1)",Mary Kay Andrews,2002.0,to-read currently-reading fiction series mystery romance chick-lit southern mary-kay-andrews
7722,294043,Excavation,James Rollins,2000.0,to-read currently-reading fiction adventure mystery action-adventure thriller thrillers james-rollins
7723,159418,Discourse on Method,"René Descartes, Donald A. Cress",1637.0,to-read classics non-fiction philosophy
7727,73184,"Living Buddha, Living Christ",Thich Nhat Hanh,1995.0,to-read favorites currently-reading nonfiction non-fiction philosophy religion spirituality spiritual buddhism
7728,1170158,The Earthsea Trilogy,Ursula K. Le Guin,1975.0,to-read fantasy favorites young-adult fiction
7730,7268995,A Sick Day for Amos McGee,"Philip C. Stead, Erin E. Stead",2010.0,to-read fantasy favorites fiction childrens children children-s children-s-books kids childrens-books children-s-literature children-s-lit friendship animals picture-books picture-book caldecott caldecott-medal caldecott-winners zoo
7731,18651980,Fourth of July Creek,Smith Henderson,2014.0,to-read favorites fiction kindle contemporary literary-fiction
7732,276877,"Absolute Fear (New Orleans, #4)",Lisa Jackson,2007.0,to-read currently-reading default mystery thriller romantic-suspense lisa-jackson
7733,43992,True Evil,Greg Iles,2006.0,to-read currently-reading fiction default mystery thriller suspense greg-iles
7734,59091,Tobacco Road (Brown Thrasher Books),"Erskine Caldwell, Lewis Nordan",1932.0,to-read currently-reading fiction classics historical-fiction
7735,1747896,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,Kate Summerscale,2008.0,to-read currently-reading fiction owned mystery kindle england history nonfiction non-fiction historical victorian crime true-crime
7737,60177,"Ozma of Oz (Oz, #3)",L. Frank Baum,1907.0,to-read fantasy favorites young-adult fiction books-i-own series childrens adventure children children-s childhood classics children-s-books kids childrens-books kindle classic oz
7738,2371,The Johnstown Flood,David McCullough,1968.0,to-read currently-reading history nonfiction non-fiction american-history
7739,3268926,The Christmas Sweater,Glenn Beck,2008.0,to-read currently-reading fiction book-club christmas
7741,294045,Deep Fathom,James Rollins,2001.0,to-read currently-reading fiction adventure thriller james-rollins
7742,3216451,The Gate House,Nelson DeMille,2008.0,to-read currently-reading mystery nelson-demille demille
7745,13580928,"Perfect Scoundrels (Heist Society, #3)",Ally Carter,2013.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series favourites adventure teen mystery romance contemporary read-in-2013 realistic-fiction crime chick-lit spy ally-carter heist-society
7747,66676,"The Two Swords (Forgotten Realms: Hunter's Blades, #3; Legend of Drizzt, #16)",R.A. Salvatore,2004.0,to-read fantasy currently-reading fiction owned default forgotten-realms drizzt r-a-salvatore
7749,3379,All Families are Psychotic,Douglas Coupland,2001.0,to-read favorites currently-reading fiction contemporary canadian
7750,867387,"The Blessing Way (Leaphorn & Chee, #1)",Tony Hillerman,1970.0,to-read currently-reading fiction series mystery crime mysteries native-american tony-hillerman
7751,12029468,Another Piece of My Heart,Jane Green,2012.0,to-read fiction chick-lit first-reads
7753,1908511,The Pigeon Wants a Puppy!,Mo Willems,2008.0,to-read favorites childrens children children-s children-s-books kids childrens-books kids-books humor animals picture-books picture-book storytime
7755,23884,The General in His Labyrinth,"Gabriel García Márquez, Edith Grossman",1989.0,to-read favorites currently-reading fiction books-i-own owned classics literature historical-fiction latin-america magical-realism
7759,85993,"Party Princess (The Princess Diaries, #7)",Meg Cabot,2006.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series teen romance contemporary humor chick-lit meg-cabot princess-diaries
7765,16479439,"Ex-Heroes (Ex-Heroes, #1)",Peter Clines,2010.0,to-read fantasy favorites currently-reading fiction audiobook urban-fantasy sci-fi science-fiction horror post-apocalyptic superheroes superhero zombies zombie
7766,89184,Absolution Gap,Alastair Reynolds,2003.0,to-read favorites currently-reading fiction owned default sci-fi science-fiction scifi sf space-opera
7770,85622,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,2001.0,to-read favorites currently-reading nonfiction non-fiction travel memoir memoirs
7771,19631,Birds of America,Lorrie Moore,1998.0,to-read favorites currently-reading fiction short-stories
7775,159177,"Love and War (North and South, #2)",John Jakes,1984.0,to-read currently-reading fiction series historical historical-fiction civil-war
7776,12846479,"Destined (Wings, #4)",Aprilynne Pike,2012.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series magic paranormal romance fairies faeries fae wings
7777,9443405,The Pale King,"David Foster Wallace, Michael Pietsch",2011.0,to-read favorites currently-reading fiction books-i-own owned novels contemporary literature
7779,50039,I'm with the Band: Confessions of a Groupie,"Pamela Des Barres, Dave Navarro",1987.0,to-read favorites currently-reading rory-gilmore-reading-challenge nonfiction non-fiction memoir memoirs biography rory-gilmore-challenge music
7781,4714126,"The Walking Dead, Vol. 09: Here We Remain","Robert Kirkman, Charlie Adlard, Cliff Rathburn",2009.0,to-read currently-reading fiction series horror dystopian graphic-novels graphic-novel post-apocalyptic comics cómics comics-graphic-novels comic-books graphic-novels-comics comic zombies zombie the-walking-dead walking-dead
7783,625094,The Leopard,"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun",1958.0,to-read currently-reading fiction owned classics novels 1001-books 1001 literature historical-fiction italy italian italian-literature
7785,397456,"Dawn (Cutler, #1)",V.C. Andrews,1990.0,to-read young-adult fiction series romance horror v-c-andrews vc-andrews
